sentence perplexity,re-sentence perplexity
96.44519805908203,132.38111877441406
14.095890998840332,16.300403594970703
45.62736129760742,51.68869400024414
16.98977279663086,20.662704467773438
16.98977279663086,24.54989242553711
60.41913986206055,64.8018569946289
42.69381332397461,39.578182220458984
14.418806076049805,15.214476585388184
97.80189514160156,235.1037139892578
97.80189514160156,239.0910186767578
73.34099578857422,98.83506774902344
37.81129837036133,44.15836715698242
33.09420394897461,99.02191925048828
55.063560485839844,32.05339813232422
47.189292907714844,85.841064453125
17.59208869934082,39.640377044677734
39.67061996459961,70.08074951171875
23.81618881225586,26.902286529541016
23.81618881225586,29.893146514892578
23.81618881225586,32.53557586669922
18.65264129638672,36.370582580566406
97.97071838378906,426.56048583984375
46.20923614501953,47.324134826660156
60.25278854370117,114.49858093261719
70.1646728515625,83.1887435913086
83.24037170410156,109.65943908691406
14.40272331237793,14.622994422912598
24.776079177856445,31.115251541137695
91.68197631835938,158.98858642578125
64.97466278076172,76.2743911743164
40.41299057006836,43.164615631103516
30.726943969726562,26.396690368652344
22.843799591064453,20.354206085205078
32.789981842041016,63.44102478027344
98.49998474121094,102.22266387939453
39.909847259521484,40.28303909301758
54.8216438293457,84.450439453125
104.05725860595703,205.38853454589844
48.2318000793457,45.064754486083984
42.98432159423828,40.25225830078125
151.01983642578125,188.03623962402344
393.8145751953125,916.1406860351562
53.59386444091797,66.98129272460938
462.50848388671875,689.7250366210938
67.2900619506836,65.3633804321289
67.2900619506836,92.56809997558594
65.55865478515625,75.66999053955078
30.95899772644043,31.180625915527344
41.14348602294922,35.610103607177734
62.89805603027344,60.59770965576172
37.892662048339844,43.4470100402832
114.8207778930664,126.64419555664062
34.269386291503906,25.553564071655273
34.269386291503906,29.910106658935547
21.187633514404297,27.672761917114258
16.51515769958496,16.4592342376709
48.06947326660156,45.19676971435547
13.257286071777344,15.453969955444336
35.09718704223633,34.59675979614258
21.703445434570312,21.937849044799805
63.826377868652344,66.8856430053711
107.10758972167969,215.05953979492188
39.81550216674805,50.93962860107422
61.43071365356445,51.48194885253906
58.62086486816406,58.13866424560547
22.11898422241211,22.531845092773438
24.537660598754883,23.302858352661133
29.981889724731445,31.707544326782227
36.790279388427734,118.01807403564453
38.251014709472656,40.91251754760742
51.157379150390625,48.78504180908203
51.157379150390625,61.733341217041016
71.7161865234375,94.40626525878906
33.854488372802734,30.44474983215332
256.19219970703125,632.5323486328125
256.19219970703125,465.4780578613281
109.33551788330078,156.39239501953125
122.0133056640625,120.31317901611328
39.045745849609375,77.49848175048828
579.0416259765625,550.9453125
70.6810302734375,124.37721252441406
44.395347595214844,43.57393264770508
46.312252044677734,56.49259567260742
46.312252044677734,57.28492736816406
344.2029113769531,328.2027587890625
107.67210388183594,112.79334259033203
30.949846267700195,35.99302291870117
89.59049987792969,70.30805206298828
55.27978515625,64.5440444946289
55.27978515625,70.20389556884766
104.21188354492188,89.32270050048828
30.853317260742188,33.166709899902344
11.831450462341309,18.986644744873047
28.348752975463867,32.60039520263672
28.348752975463867,32.94429016113281
67.45708465576172,103.57865142822266
25.960521697998047,33.00621032714844
445.9059753417969,614.104736328125
50.368099212646484,81.79131317138672
28.98862648010254,63.334449768066406
28.98862648010254,57.222137451171875
18.771211624145508,25.993749618530273
29.306142807006836,29.531381607055664
29.306142807006836,37.45595169067383
30.99770736694336,39.86785888671875
190.22100830078125,236.7356719970703
56.772335052490234,64.01470947265625
52.99811553955078,59.319618225097656
51.93805694580078,73.44829559326172
15.136700630187988,15.993618965148926
20.979698181152344,33.83610534667969
30.706817626953125,53.36478805541992
30.706817626953125,40.59362030029297
44.071311950683594,57.03586196899414
36.83376693725586,39.7031135559082
32.11118698120117,34.416500091552734
72.4089584350586,118.836669921875
43.853172302246094,67.24339294433594
32.42190170288086,36.80228042602539
36.21530532836914,40.945011138916016
48.54409408569336,49.49790573120117
26.491558074951172,35.06978225708008
44.24886703491211,54.199371337890625
55.9273796081543,151.58981323242188
30.65767478942871,43.305091857910156
21.749101638793945,32.62849807739258
24.577974319458008,25.494029998779297
44.679264068603516,48.0577392578125
39.2067985534668,98.78107452392578
69.15814208984375,151.15457153320312
23.54392433166504,24.90464973449707
82.44499206542969,126.00389099121094
29.895998001098633,28.229145050048828
43.94780349731445,36.085960388183594
22.94349479675293,26.39848518371582
22.94349479675293,33.511207580566406
113.16215515136719,146.7796630859375
27.57098388671875,30.088178634643555
24.86501121520996,32.277740478515625
24.86501121520996,39.56623458862305
37.02240753173828,30.03042984008789
83.07997131347656,113.5968246459961
23.641494750976562,30.80052375793457
120.16325378417969,129.05288696289062
40.30302810668945,58.107872009277344
52.629730224609375,81.13282775878906
398.3985900878906,216.1361083984375
41.118919372558594,45.51900863647461
60.42251205444336,62.0833625793457
18.002695083618164,22.357513427734375
48.60451126098633,46.1296501159668
48.60451126098633,48.57778549194336
44.12355422973633,85.32552337646484
105.76303100585938,195.26327514648438
156.9920654296875,290.67779541015625
15.410792350769043,24.67023277282715
68.50108337402344,122.04716491699219
134.6281280517578,171.9989013671875
282.50677490234375,537.17431640625
10.735191345214844,21.090267181396484
16.814983367919922,23.455585479736328
87.19639587402344,119.56340789794922
53.13725280761719,68.47805786132812
38.5311164855957,41.93111801147461
28.16073226928711,27.207918167114258
220.33575439453125,753.4660034179688
141.31158447265625,758.9718627929688
295.3357238769531,390.99609375
34.67991638183594,32.72624206542969
56.95856475830078,99.85862731933594
35.24172592163086,136.80430603027344
35.24172592163086,166.42811584472656
194.38796997070312,183.173095703125
31.745758056640625,48.54222869873047
39.201358795166016,50.5479736328125
29.035079956054688,50.288448333740234
11.181777000427246,13.639609336853027
177.55514526367188,357.5858459472656
55.70243453979492,124.8896713256836
91.84098052978516,141.84815979003906
23.593008041381836,26.9064884185791
23.593008041381836,27.057161331176758
511.43804931640625,722.7356567382812
87.81087493896484,101.620361328125
16.502574920654297,18.946060180664062
22.209033966064453,25.93477439880371
22.209033966064453,25.7463321685791
44.705806732177734,42.05980682373047
96.72466278076172,90.3774642944336
19.227933883666992,26.986421585083008
31.55813217163086,35.40060043334961
26.6860408782959,35.844871520996094
40.92058563232422,32.83177947998047
63.28047180175781,207.48077392578125
72.24837493896484,100.95886993408203
16.457847595214844,19.28158187866211
20.52321434020996,42.86259078979492
55.16663360595703,74.58538055419922
40.984859466552734,52.669795989990234
43.2731819152832,68.89495849609375
18.633514404296875,19.639060974121094
25.558231353759766,23.68090057373047
17.761945724487305,16.907480239868164
41.828941345214844,35.149322509765625
33.44900894165039,37.950218200683594
33.188072204589844,35.465694427490234
75.3408432006836,82.2756118774414
21.09632682800293,27.84362030029297
64.36544799804688,126.75772094726562
39.23060607910156,39.75099182128906
23.107730865478516,146.221923828125
17.16419219970703,20.8767032623291
61.8835334777832,71.06352233886719
27.779634475708008,26.202119827270508
32.69486999511719,40.94612503051758
122.9526138305664,249.3668670654297
98.6410903930664,279.788818359375
12.740962982177734,51.59002685546875
12.740962982177734,49.75956344604492
53.04283905029297,96.67578887939453
53.04283905029297,97.42422485351562
25.362194061279297,57.50551223754883
42.739715576171875,81.53617095947266
35.137577056884766,59.65268325805664
20.285823822021484,27.8189640045166
178.23724365234375,357.3136291503906
29.259868621826172,44.463565826416016
50.199012756347656,44.921878814697266
50.199012756347656,54.63398361206055
14.519035339355469,26.864547729492188
38.740234375,82.9351806640625
41.89397430419922,93.21318817138672
